City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,nakusp,50.2499,-117.8023,-0.81,93,94,0.51,CA,1674441798
334,bambous virieux,-20.3428,57.7575,24.56,100,75,2.06,MU,1674441739
335,minot,48.2325,-101.2963,0.12,80,100,5.14,US,1674442059
336,chimbote,-9.0853,-78.5783,20.96,81,22,2.52,PE,1674441908
337,chirongui,-12.9319,45.1483,27.96,82,95,8.2,YT,1674442060
338,namibe,-15.1961,12.1522,22.26,83,100,2.2,AO,1674441873
339,honiara,-9.4333,159.95,29.13,73,92,1.73,SB,1674442061
340,colares,38.7992,-9.4469,9.94,45,1,9.83,PT,1674442061
341,pecos,31.4229,-103.4932,8.5,35,0,3.09,US,1674441866
342,kushima,31.4583,131.2333,10.74,87,100,3.74,JP,1674442063
343,kadaura,25.9833,79.85,14.95,74,38,2.17,IN,1674442064
344,talnakh,69.4865,88.3972,-27.2,98,94,0.85,RU,1674441709
345,cabinda,-5.55,12.2,25.44,86,99,1.17,AO,1674442065
346,tornio,65.8481,24.1466,-4.99,87,57,8.32,FI,1674442065
347,bereda,43.2686,-7.5406,-1.59,100,12,1.27,ES,1674442066
348,lazaro cardenas,17.9583,-102.2,22.83,79,0,1.39,MX,1674441771
349,kjopsvik,68.097,16.3742,4.93,95,100,5.44,NO,1674442067
350,lakatoro,-16.0999,167.4164,28.94,72,100,0.62,VU,1674442067
351,gamba,-2.65,10.0,24.78,88,72,0.34,GA,1674441805
352,dunedin,-45.8742,170.5036,17.67,43,5,3.58,NZ,1674441725
353,lagoa,39.05,-27.9833,15.32,80,3,9.94,PT,1674441897
354,la ronge,55.1001,-105.2842,-5.86,73,100,10.8,CA,1674441934
355,juba,4.8517,31.5825,23.01,31,28,1.06,SS,1674442071
356,lundamo,63.1333,10.3,2.37,70,100,2.73,NO,1674442071
357,ust-uda,54.1742,103.0304,-38.77,94,62,1.48,RU,1674442072
358,sladkovo,55.5284,70.3385,-9.34,95,100,5.16,RU,1674441836
359,esmeraldas,-19.7625,-44.3139,21.48,96,99,1.22,BR,1674442073
360,petropavlovsk-kamchatskiy,53.0452,158.6483,-14.67,72,75,3.0,RU,1674441880
361,la rioja,42.25,-2.5,-0.12,91,100,4.38,ES,1674441824
362,puerto plata,19.7934,-70.6884,23.03,94,40,0.0,DO,1674442074
363,florianopolis,-27.6146,-48.5012,24.57,89,75,2.57,BR,1674442075
